,x,y,temp,vapr,wind,prec,aspect,slope,elevation,ndmi,ndvi,ndwi,fire_risk
58,-121.4926389,40.33930556,5,2,9,4,0,0,0,0,0,0,1.115
59,-121.4926389,40.33902778,5,2,9,4,0,0,0,0,0,0,1.115
60,-121.4926389,40.33875,5,2,9,4,0,0,0,0,0,0,1.115
61,-121.4926389,40.33847222,5,2,9,4,0,0,0,0,0,0,1.115
62,-121.4926389,40.33819444,5,2,9,4,0,0,0,0,0,0,1.115
63,-121.4926389,40.33791667,5,2,9,4,0,0,0,0,0,0,1.115
64,-121.4926389,40.33763889,5,2,9,4,0,0,0,0,0,0,1.115
65,-121.4926389,40.33736111,5,2,9,4,0,0,0,0,0,0,1.115
66,-121.4926389,40.33708333,5,2,9,4,0,0,0,0,0,0,1.115
67,-121.4926389,40.33680556,5,2,9,4,0,0,0,0,0,0,1.115
68,-121.4926389,40.33652778,5,2,9,4,0,0,0,0,0,0,1.115
69,-121.4926389,40.33625,5,2,9,4,0,0,0,0,0,0,1.115
70,-121.4926389,40.33597222,5,2,9,4,0,0,0,0,0,0,1.115
71,-121.4926389,40.33569444,5,2,9,4,0,0,0,0,0,0,1.115
72,-121.4926389,40.33541667,5,2,9,4,0,0,0,0,0,0,1.115
73,-121.4926389,40.33513889,5,2,9,4,0,0,0,0,0,0,1.115
74,-121.4926389,40.33486111,5,2,9,4,0,0,0,0,0,0,1.115
75,-121.4926389,40.33458333,5,2,9,4,0,0,0,0,0,0,1.115
76,-121.4926389,40.33430556,5,2,9,4,0,0,0,0,0,0,1.115
77,-121.4926389,40.33402778,5,2,9,4,0,0,0,0,0,0,1.115
78,-121.4926389,40.33375,5,2,9,4,0,0,0,0,0,0,1.115
79,-121.4926389,40.33347222,5,2,9,4,0,0,0,0,0,0,1.115
80,-121.4926389,40.33319444,5,1,9,4,0,0,0,0,0,0,1.085
81,-121.4926389,40.33291667,5,1,9,4,0,0,0,0,0,0,1.085
82,-121.4926389,40.33263889,5,1,9,4,0,0,0,0,0,0,1.085
83,-121.4926389,40.33236111,5,1,9,4,0,0,0,0,0,0,1.085
84,-121.4926389,40.33208333,5,1,9,4,0,0,0,0,0,0,1.085
85,-121.4926389,40.33180556,5,1,9,4,0,0,0,0,0,0,1.085
86,-121.4926389,40.33152778,5,1,9,4,0,0,0,0,0,0,1.085
87,-121.4926389,40.33125,5,1,9,4,0,0,0,0,0,0,1.085
88,-121.4926389,40.33097222,5,1,9,4,0,0,0,0,0,0,1.085
89,-121.4926389,40.33069444,5,1,9,4,0,0,0,0,0,0,1.085
90,-121.4926389,40.33041667,5,1,9,4,0,0,0,0,0,0,1.085
91,-121.4926389,40.33013889,5,1,9,4,0,0,0,0,0,0,1.085
92,-121.4926389,40.32986111,5,1,9,4,0,0,0,0,0,0,1.085
93,-121.4926389,40.32958333,5,1,9,4,0,0,0,0,0,0,1.085
94,-121.4926389,40.32930556,5,1,9,4,0,0,0,0,0,0,1.085
95,-121.4926389,40.32902778,5,1,9,4,0,0,0,0,0,0,1.085
96,-121.4926389,40.32875,5,1,9,4,0,0,0,0,0,0,1.085
97,-121.4926389,40.32847222,5,1,9,4,0,0,0,0,0,0,1.085
98,-121.4926389,40.32819444,5,1,9,4,0,0,0,0,0,0,1.085
99,-121.4926389,40.32791667,5,1,9,4,0,0,0,0,0,0,1.085
100,-121.4926389,40.32763889,5,1,9,4,0,0,0,0,0,0,1.085
101,-121.4926389,40.32736111,5,1,9,4,0,0,0,0,0,0,1.085
102,-121.4926389,40.32708333,5,1,9,4,0,0,0,0,0,0,1.085
103,-121.4926389,40.32680556,5,1,9,4,0,0,0,0,0,0,1.085
104,-121.4926389,40.32652778,5,1,9,4,0,0,0,0,0,0,1.085
105,-121.4926389,40.32625,5,1,9,4,0,0,0,0,0,0,1.085
106,-121.4926389,40.32597222,5,1,9,4,0,0,0,0,0,0,1.085
107,-121.4926389,40.32569444,5,1,9,4,0,0,0,0,0,0,1.085
108,-121.4926389,40.32541667,5,1,9,4,0,0,0,0,0,0,1.085
109,-121.4926389,40.32513889,5,1,9,4,0,0,0,0,0,0,1.085
110,-121.4926389,40.32486111,5,1,9,4,0,0,0,0,0,0,1.085
111,-121.4926389,40.32458333,5,1,9,4,0,0,0,0,0,0,1.085
112,-121.4926389,40.32430556,5,1,9,4,0,0,0,0,0,0,1.085
113,-121.4926389,40.32402778,5,1,9,4,0,0,0,0,0,0,1.085
114,-121.4926389,40.32375,5,1,9,4,0,0,0,0,0,0,1.085
115,-121.4926389,40.32347222,5,1,9,4,0,0,0,0,0,0,1.085
116,-121.4926389,40.32319444,5,1,9,4,0,0,0,0,0,0,1.085
117,-121.4926389,40.32291667,5,1,9,4,0,0,0,0,0,0,1.085
118,-121.4926389,40.32263889,5,1,9,4,0,0,0,0,0,0,1.085
119,-121.4926389,40.32236111,5,1,9,4,0,0,0,0,0,0,1.085
120,-121.4926389,40.32208333,5,1,9,4,0,0,0,0,0,0,1.085
121,-121.4926389,40.32180556,5,1,9,4,0,0,0,0,0,0,1.085
122,-121.4926389,40.32152778,5,1,9,4,0,0,0,0,0,0,1.085
123,-121.4926389,40.32125,5,1,9,4,0,0,0,0,0,0,1.085
124,-121.4926389,40.32097222,5,1,9,4,0,0,0,0,0,0,1.085
125,-121.4926389,40.32069444,5,1,9,4,0,0,0,0,0,0,1.085
126,-121.4926389,40.32041667,5,1,9,4,0,0,0,0,0,0,1.085
127,-121.4926389,40.32013889,5,1,9,4,0,0,0,0,0,0,1.085
128,-121.4926389,40.31986111,5,1,9,4,0,0,0,0,0,0,1.085
129,-121.4926389,40.31958333,5,1,9,4,0,0,0,0,0,0,1.085
130,-121.4926389,40.31930556,5,1,9,4,0,0,0,0,0,0,1.085
131,-121.4926389,40.31902778,5,1,9,4,0,0,0,0,0,0,1.085
132,-121.4926389,40.31875,5,1,9,4,0,0,0,0,0,0,1.085
133,-121.4926389,40.31847222,0,0,0,0,0,0,0,0,0,0,0
134,-121.4926389,40.31819444,0,0,0,0,0,0,0,0,0,0,0
135,-121.4926389,40.31791667,0,0,0,0,0,0,0,0,0,0,0
136,-121.4926389,40.31763889,0,0,0,0,0,0,0,0,0,0,0
137,-121.4926389,40.31736111,0,0,0,0,0,0,0,0,0,0,0
138,-121.4926389,40.31708333,0,0,0,0,0,0,0,0,0,0,0
139,-121.4926389,40.31680556,0,0,0,0,0,0,0,0,0,0,0
140,-121.4926389,40.31652778,0,0,0,0,0,0,0,0,0,0,0
141,-121.4926389,40.31625,0,0,0,0,0,0,0,0,0,0,0
142,-121.4926389,40.31597222,0,0,0,0,0,0,0,0,0,0,0
143,-121.4926389,40.31569444,0,0,0,0,0,0,0,0,0,0,0
144,-121.4926389,40.31541667,0,0,0,0,0,0,0,0,0,0,0
145,-121.4926389,40.31513889,0,0,0,0,0,0,0,0,0,0,0
146,-121.4926389,40.31486111,0,0,0,0,0,0,0,0,0,0,0
147,-121.4926389,40.31458333,0,0,0,0,0,0,0,0,0,0,0
148,-121.4926389,40.31430556,0,0,0,0,0,0,0,0,0,0,0
149,-121.4926389,40.31402778,0,0,0,0,0,0,0,0,0,0,0
150,-121.4926389,40.31375,0,0,0,0,0,0,0,0,0,0,0
151,-121.4926389,40.31347222,0,0,0,0,0,0,0,0,0,0,0
152,-121.4926389,40.31319444,0,0,0,0,0,0,0,0,0,0,0
153,-121.4926389,40.31291667,0,0,0,0,0,0,0,0,0,0,0
154,-121.4926389,40.31263889,0,0,0,0,0,0,0,0,0,0,0
155,-121.4926389,40.31236111,0,0,0,0,0,0,0,0,0,0,0
156,-121.4926389,40.31208333,0,0,0,0,0,0,0,0,0,0,0
157,-121.4926389,40.31180556,0,0,0,0,0,0,0,0,0,0,0
158,-121.4926389,40.31152778,0,0,0,0,0,0,0,0,0,0,0
159,-121.4926389,40.31125,0,0,0,0,0,0,0,0,0,0,0
160,-121.4926389,40.31097222,0,0,0,0,0,0,0,0,0,0,0
161,-121.4926389,40.31069444,0,0,0,0,0,0,0,0,0,0,0
162,-121.4926389,40.31041667,0,0,0,0,0,0,0,0,0,0,0
163,-121.4926389,40.31013889,0,0,0,0,0,0,0,0,0,0,0
164,-121.4926389,40.30986111,0,0,0,0,0,0,0,0,0,0,0
165,-121.4926389,40.30958333,0,0,0,0,0,0,0,0,0,0,0
166,-121.4926389,40.30930556,0,0,0,0,0,0,0,0,0,0,0
167,-121.4926389,40.30902778,0,0,0,0,0,0,0,0,0,0,0
168,-121.4926389,40.30875,0,0,0,0,0,0,0,0,0,0,0
169,-121.4926389,40.30847222,0,0,0,0,0,0,0,0,0,0,0
170,-121.4926389,40.30819444,0,0,0,0,0,0,0,0,0,0,0
171,-121.4926389,40.30791667,0,0,0,0,0,0,0,0,0,0,0
172,-121.4926389,40.30763889,0,0,0,0,0,0,0,0,0,0,0
173,-121.4926389,40.30736111,0,0,0,0,0,0,0,0,0,0,0
174,-121.4926389,40.30708333,0,0,0,0,0,0,0,0,0,0,0
175,-121.4926389,40.30680556,0,0,0,0,0,0,0,0,0,0,0
176,-121.4926389,40.30652778,0,0,0,0,0,0,0,0,0,0,0
177,-121.4926389,40.30625,0,0,0,0,0,0,0,0,0,0,0
178,-121.4926389,40.30597222,0,0,0,0,0,0,0,0,0,0,0
179,-121.4926389,40.30569444,0,0,0,0,0,0,0,0,0,0,0
180,-121.4926389,40.30541667,0,0,0,0,0,0,0,0,0,0,0
181,-121.4926389,40.30513889,0,0,0,0,0,0,0,0,0,0,0
182,-121.4926389,40.30486111,0,0,0,0,0,0,0,0,0,0,0
183,-121.4926389,40.30458333,0,0,0,0,0,0,0,0,0,0,0
184,-121.4926389,40.30430556,0,0,0,0,0,0,0,0,0,0,0
185,-121.4926389,40.30402778,0,0,0,0,0,0,0,0,0,0,0
186,-121.4926389,40.30375,0,0,0,0,0,0,0,0,0,0,0
187,-121.4926389,40.30347222,0,0,0,0,0,0,0,0,0,0,0
188,-121.4926389,40.30319444,0,0,0,0,0,0,0,0,0,0,0
189,-121.4926389,40.30291667,0,0,0,0,0,0,0,0,0,0,0
190,-121.4926389,40.30263889,0,0,0,0,0,0,0,0,0,0,0
191,-121.4926389,40.30236111,0,0,0,0,0,0,0,0,0,0,0
192,-121.4926389,40.30208333,0,0,0,0,0,0,0,0,0,0,0
193,-121.4926389,40.30180556,0,0,0,0,0,0,0,0,0,0,0
194,-121.4926389,40.30152778,0,0,0,0,0,0,0,0,0,0,0
195,-121.4926389,40.30125,0,0,0,0,0,0,0,0,0,0,0
196,-121.4926389,40.30097222,0,0,0,0,0,0,0,0,0,0,0
197,-121.4926389,40.30069444,0,0,0,0,0,0,0,0,0,0,0
198,-121.4926389,40.30041667,0,0,0,0,0,0,0,0,0,0,0
199,-121.4926389,40.30013889,0,0,0,0,0,0,0,0,0,0,0
200,-121.4926389,40.29986111,0,0,0,0,0,0,0,0,0,0,0
201,-121.4926389,40.29958333,0,0,0,0,0,0,0,0,0,0,0
202,-121.4926389,40.29930556,0,0,0,0,0,0,0,0,0,0,0
203,-121.4926389,40.29902778,0,0,0,0,0,0,0,0,0,0,0
204,-121.4926389,40.29875,0,0,0,0,0,0,0,0,0,0,0
205,-121.4926389,40.29847222,0,0,0,0,0,0,0,0,0,0,0
206,-121.4926389,40.29819444,0,0,0,0,0,0,0,0,0,0,0
207,-121.4926389,40.29791667,0,0,0,0,0,0,0,0,0,0,0
208,-121.4926389,40.29763889,0,0,0,0,0,0,0,0,0,0,0
209,-121.4926389,40.29736111,0,0,0,0,0,0,0,0,0,0,0
210,-121.4926389,40.29708333,0,0,0,0,0,0,0,0,0,0,0
211,-121.4926389,40.29680556,0,0,0,0,0,0,0,0,0,0,0
212,-121.4926389,40.29652778,0,0,0,0,0,0,0,0,0,0,0
213,-121.4926389,40.29625,0,0,0,0,0,0,0,0,0,0,0
214,-121.4926389,40.29597222,0,0,0,0,0,0,0,0,0,0,0
215,-121.4926389,40.29569444,0,0,0,0,0,0,0,0,0,0,0
216,-121.4926389,40.29541667,0,0,0,0,0,0,0,0,0,0,0
217,-121.4926389,40.29513889,0,0,0,0,0,0,0,0,0,0,0
218,-121.4926389,40.29486111,0,0,0,0,0,0,0,0,0,0,0
219,-121.4926389,40.29458333,0,0,0,0,0,0,0,0,0,0,0
220,-121.4926389,40.29430556,0,0,0,0,0,0,0,0,0,0,0
221,-121.4926389,40.29402778,0,0,0,0,0,0,0,0,0,0,0
222,-121.4926389,40.29375,0,0,0,0,0,0,0,0,0,0,0
223,-121.4926389,40.29347222,0,0,0,0,0,0,0,0,0,0,0
224,-121.4926389,40.29319444,0,0,0,0,0,0,0,0,0,0,0
225,-121.4926389,40.29291667,0,0,0,0,0,0,0,0,0,0,0
226,-121.4926389,40.29263889,0,0,0,0,0,0,0,0,0,0,0
227,-121.4926389,40.29236111,0,0,0,0,0,0,0,0,0,0,0
228,-121.4926389,40.29208333,0,0,0,0,0,0,0,0,0,0,0
229,-121.4926389,40.29180556,0,0,0,0,0,0,0,0,0,0,0
230,-121.4926389,40.29152778,0,0,0,0,0,0,0,0,0,0,0
231,-121.4926389,40.29125,0,0,0,0,0,0,0,0,0,0,0
232,-121.4926389,40.29097222,0,0,0,0,0,0,0,0,0,0,0
233,-121.4926389,40.29069444,0,0,0,0,0,0,0,0,0,0,0
234,-121.4926389,40.29041667,0,0,0,0,0,0,0,0,0,0,0
235,-121.4926389,40.29013889,0,0,0,0,0,0,0,0,0,0,0
236,-121.4926389,40.28986111,0,0,0,0,0,0,0,0,0,0,0
237,-121.4926389,40.28958333,0,0,0,0,0,0,0,0,0,0,0
238,-121.4926389,40.28930556,0,0,0,0,0,0,0,0,0,0,0
239,-121.4926389,40.28902778,0,0,0,0,0,0,0,0,0,0,0
240,-121.4926389,40.28875,0,0,0,0,0,0,0,0,0,0,0
241,-121.4926389,40.28847222,0,0,0,0,0,0,0,0,0,0,0
242,-121.4926389,40.28819444,0,0,0,0,0,0,0,0,0,0,0
243,-121.4926389,40.28791667,0,0,0,0,0,0,0,0,0,0,0
244,-121.4926389,40.28763889,0,0,0,0,0,0,0,0,0,0,0
245,-121.4926389,40.28736111,0,0,0,0,0,0,0,0,0,0,0
246,-121.4926389,40.28708333,0,0,0,0,0,0,0,0,0,0,0
247,-121.4926389,40.28680556,0,0,0,0,0,0,0,0,0,0,0
248,-121.4926389,40.28652778,0,0,0,0,0,0,0,0,0,0,0
249,-121.4926389,40.28625,0,0,0,0,0,0,0,0,0,0,0
250,-121.4926389,40.28597222,0,0,0,0,0,0,0,0,0,0,0
251,-121.4926389,40.28569444,0,0,0,0,0,0,0,0,0,0,0
252,-121.4926389,40.28541667,0,0,0,0,0,0,0,0,0,0,0
253,-121.4926389,40.28513889,0,0,0,0,0,0,0,0,0,0,0
254,-121.4926389,40.28486111,0,0,0,0,0,0,0,0,0,0,0
255,-121.4926389,40.28458333,0,0,0,0,0,0,0,0,0,0,0
256,-121.4926389,40.28430556,0,0,0,0,0,0,0,0,0,0,0
257,-121.4926389,40.28402778,0,0,0,0,0,0,0,0,0,0,0
258,-121.4926389,40.28375,0,0,0,0,0,0,0,0,0,0,0
259,-121.4926389,40.28347222,0,0,0,0,0,0,0,0,0,0,0
260,-121.4926389,40.28319444,0,0,0,0,0,0,0,0,0,0,0
261,-121.4926389,40.28291667,0,0,0,0,0,0,0,0,0,0,0
262,-121.4926389,40.28263889,0,0,0,0,0,0,0,0,0,0,0
263,-121.4926389,40.28236111,0,0,0,0,0,0,0,0,0,0,0
264,-121.4926389,40.28208333,0,0,0,0,0,0,0,0,0,0,0
265,-121.4926389,40.28180556,0,0,0,0,0,0,0,0,0,0,0
266,-121.4926389,40.28152778,0,0,0,0,0,0,0,0,0,0,0
267,-121.4926389,40.28125,0,0,0,0,0,0,0,0,0,0,0
268,-121.4926389,40.28097222,0,0,0,0,0,0,0,0,0,0,0
269,-121.4926389,40.28069444,0,0,0,0,0,0,0,0,0,0,0
270,-121.4926389,40.28041667,0,0,0,0,0,0,0,0,0,0,0
271,-121.4926389,40.28013889,0,0,0,0,0,0,0,0,0,0,0
272,-121.4926389,40.27986111,0,0,0,0,0,0,0,0,0,0,0
273,-121.4926389,40.27958333,0,0,0,0,0,0,0,0,0,0,0
274,-121.4926389,40.27930556,0,0,0,0,0,0,0,0,0,0,0
275,-121.4926389,40.27902778,0,0,0,0,0,0,0,0,0,0,0
276,-121.4926389,40.27875,0,0,0,0,0,0,0,0,0,0,0
277,-121.4926389,40.27847222,0,0,0,0,0,0,0,0,0,0,0
278,-121.4926389,40.27819444,0,0,0,0,0,0,0,0,0,0,0
279,-121.4926389,40.27791667,0,0,0,0,0,0,0,0,0,0,0
280,-121.4926389,40.27763889,0,0,0,0,0,0,0,0,0,0,0
281,-121.4926389,40.27736111,0,0,0,0,0,0,0,0,0,0,0
282,-121.4926389,40.27708333,0,0,0,0,0,0,0,0,0,0,0
283,-121.4926389,40.27680556,0,0,0,0,0,0,0,0,0,0,0
284,-121.4926389,40.27652778,0,0,0,0,0,0,0,0,0,0,0
285,-121.4926389,40.27625,0,0,0,0,0,0,0,0,0,0,0
286,-121.4926389,40.27597222,0,0,0,0,0,0,0,0,0,0,0
287,-121.4926389,40.27569444,0,0,0,0,0,0,0,0,0,0,0
288,-121.4926389,40.27541667,0,0,0,0,0,0,0,0,0,0,0
289,-121.4926389,40.27513889,0,0,0,0,0,0,0,0,0,0,0
290,-121.4926389,40.27486111,0,0,0,0,0,0,0,0,0,0,0
291,-121.4926389,40.27458333,0,0,0,0,0,0,0,0,0,0,0
292,-121.4926389,40.27430556,0,0,0,0,0,0,0,0,0,0,0
293,-121.4926389,40.27402778,0,0,0,0,0,0,0,0,0,0,0
294,-121.4926389,40.27375,0,0,0,0,0,0,0,0,0,0,0
295,-121.4926389,40.27347222,0,0,0,0,0,0,0,0,0,0,0
296,-121.4926389,40.27319444,0,0,0,0,0,0,0,0,0,0,0
297,-121.4926389,40.27291667,0,0,0,0,0,0,0,0,0,0,0
298,-121.4926389,40.27263889,0,0,0,0,0,0,0,0,0,0,0
299,-121.4926389,40.27236111,0,0,0,0,0,0,0,0,0,0,0
300,-121.4926389,40.27208333,0,0,0,0,0,0,0,0,0,0,0
301,-121.4926389,40.27180556,0,0,0,0,0,0,0,0,0,0,0
302,-121.4926389,40.27152778,0,0,0,0,0,0,0,0,0,0,0
303,-121.4926389,40.27125,0,0,0,0,0,0,0,0,0,0,0
304,-121.4926389,40.27097222,0,0,0,0,0,0,0,0,0,0,0
305,-121.4926389,40.27069444,0,0,0,0,0,0,0,0,0,0,0
306,-121.4926389,40.27041667,0,0,0,0,0,0,0,0,0,0,0
307,-121.4926389,40.27013889,0,0,0,0,0,0,0,0,0,0,0
308,-121.4926389,40.26986111,0,0,0,0,0,0,0,0,0,0,0
309,-121.4926389,40.26958333,0,0,0,0,0,0,0,0,0,0,0
310,-121.4926389,40.26930556,0,0,0,0,0,0,0,0,0,0,0
311,-121.4926389,40.26902778,0,0,0,0,0,0,0,0,0,0,0
312,-121.4926389,40.26875,0,0,0,0,0,0,0,0,0,0,0
313,-121.4926389,40.26847222,0,0,0,0,0,0,0,0,0,0,0
314,-121.4926389,40.26819444,0,0,0,0,0,0,0,0,0,0,0
315,-121.4926389,40.26791667,0,0,0,0,0,0,0,0,0,0,0
316,-121.4926389,40.26763889,0,0,0,0,0,0,0,0,0,0,0
317,-121.4926389,40.26736111,0,0,0,0,0,0,0,0,0,0,0
318,-121.4926389,40.26708333,0,0,0,0,0,0,0,0,0,0,0
319,-121.4926389,40.26680556,0,0,0,0,0,0,0,0,0,0,0
320,-121.4926389,40.26652778,0,0,0,0,0,0,0,0,0,0,0
321,-121.4926389,40.26625,0,0,0,0,0,0,0,0,0,0,0
322,-121.4926389,40.26597222,0,0,0,0,0,0,0,0,0,0,0
323,-121.4926389,40.26569444,0,0,0,0,0,0,0,0,0,0,0
324,-121.4926389,40.26541667,0,0,0,0,0,0,0,0,0,0,0
325,-121.4926389,40.26513889,0,0,0,0,0,0,0,0,0,0,0
326,-121.4926389,40.26486111,0,0,0,0,0,0,0,0,0,0,0
327,-121.4926389,40.26458333,0,0,0,0,0,0,0,0,0,0,0
328,-121.4926389,40.26430556,0,0,0,0,0,0,0,0,0,0,0
329,-121.4926389,40.26402778,0,0,0,0,0,0,0,0,0,0,0
330,-121.4926389,40.26375,0,0,0,0,0,0,0,0,0,0,0
331,-121.4926389,40.26347222,0,0,0,0,0,0,0,0,0,0,0
332,-121.4926389,40.26319444,0,0,0,0,0,0,0,0,0,0,0
333,-121.4926389,40.26291667,0,0,0,0,0,0,0,0,0,0,0
334,-121.4926389,40.26263889,0,0,0,0,0,0,0,0,0,0,0
335,-121.4926389,40.26236111,0,0,0,0,0,0,0,0,0,0,0
336,-121.4926389,40.26208333,0,0,0,0,0,0,0,0,0,0,0
337,-121.4926389,40.26180556,0,0,0,0,0,0,0,0,0,0,0
338,-121.4926389,40.26152778,0,0,0,0,0,0,0,0,0,0,0
339,-121.4926389,40.26125,0,0,0,0,0,0,0,0,0,0,0
340,-121.4926389,40.26097222,0,0,0,0,0,0,0,0,0,0,0
341,-121.4926389,40.26069444,0,0,0,0,0,0,0,0,0,0,0
342,-121.4926389,40.26041667,0,0,0,0,0,0,0,0,0,0,0
343,-121.4926389,40.26013889,0,0,0,0,0,0,0,0,0,0,0
344,-121.4926389,40.25986111,0,0,0,0,0,0,0,0,0,0,0
345,-121.4926389,40.25958333,0,0,0,0,0,0,0,0,0,0,0
346,-121.4926389,40.25930556,0,0,0,0,0,0,0,0,0,0,0
347,-121.4926389,40.25902778,0,0,0,0,0,0,0,0,0,0,0
348,-121.4926389,40.25875,0,0,0,0,0,0,0,0,0,0,0
349,-121.4926389,40.25847222,0,0,0,0,0,0,0,0,0,0,0
350,-121.4926389,40.25819444,0,0,0,0,0,0,0,0,0,0,0
351,-121.4926389,40.25791667,0,0,0,0,0,0,0,0,0,0,0
352,-121.4926389,40.25763889,0,0,0,0,0,0,0,0,0,0,0
353,-121.4926389,40.25736111,0,0,0,0,0,0,0,0,0,0,0
354,-121.4926389,40.25708333,0,0,0,0,0,0,0,0,0,0,0
355,-121.4926389,40.25680556,0,0,0,0,0,0,0,0,0,0,0
356,-121.4926389,40.25652778,0,0,0,0,0,0,0,0,0,0,0
357,-121.4926389,40.25625,0,0,0,0,0,0,0,0,0,0,0
358,-121.4926389,40.25597222,0,0,0,0,0,0,0,0,0,0,0
359,-121.4926389,40.25569444,0,0,0,0,0,0,0,0,0,0,0
360,-121.4926389,40.25541667,0,0,0,0,0,0,0,0,0,0,0
361,-121.4926389,40.25513889,0,0,0,0,0,0,0,0,0,0,0
362,-121.4926389,40.25486111,0,0,0,0,0,0,0,0,0,0,0
363,-121.4926389,40.25458333,0,0,0,0,0,0,0,0,0,0,0
364,-121.4926389,40.25430556,0,0,0,0,0,0,0,0,0,0,0
365,-121.4926389,40.25402778,0,0,0,0,0,0,0,0,0,0,0
366,-121.4926389,40.25375,0,0,0,0,0,0,0,0,0,0,0
367,-121.4926389,40.25347222,0,0,0,0,0,0,0,0,0,0,0
